MDP_kk
0.35
0.525
0.6125
0.7
0.775
0.80625
0.8375
0.84375
0.875
0.8875
0.8875
0.9
0.90625
0.90625
0.9125
0.925
0.9375
0.93125
0.95
0.95
0.9625
0.9625
0.9625
0.95625
0.94375
0.94375
0.95
0.95625
0.96875
0.96875
0.96875
0.9625
0.9625
0.96875
0.9625
0.95
0.95
0.95625
0.95625
0.95
0.95625
0.9625
0.9625
0.96875
0.96875
0.9625
0.9625
0.9625
0.9625
0.9625
0.95625
0.95625
0.9625
0.9625
0.9625
0.9625
0.9625
0.95625
0.95625
0.96875
0.9625
0.95625
0.95
0.95625
0.95
0.95
0.95
