MFA
0.55
0.7
0.825
0.9
0.9
0.875
0.925
0.95
0.95
0.925
0.9
0.9
0.9
0.9
0.95
0.975
0.975
0.975
0.975
0.975
0.95
0.975
0.975
0.975
0.95
0.95
0.95
0.95
0.95
0.975
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.975
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
