PCA
0.5875
0.7125
0.8375
0.85
0.8875
0.9125
0.95
0.9375
0.9375
0.95
0.95
0.95
0.95
0.9375
0.9375
0.9375
0.9375
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9375
0.95
0.95
0.95
0.95
0.95
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.9625
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
0.95
