MMC
0.6375
0.75625
0.84375
0.88125
0.8875
0.89375
0.9
0.94375
0.95
0.925
0.93125
0.93125
0.925
0.9375
0.94375
0.94375
0.93125
0.9375
0.9375
0.9375
0.9375
0.9375
0.9375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.9375
0.9375
0.94375
0.9375
0.94375
0.9375
0.94375
0.94375
0.93125
0.93125
0.93125
0.9375
0.9375
0.9375
0.94375
0.94375
0.9375
0.9375
0.9375
0.94375
0.94375
0.9375
0.9375
0.9375
0.9375
0.9375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
