MFA
0.4625
0.625
0.6625
0.7625
0.825
0.8125
0.825
0.8375
0.8125
0.8125
0.8625
0.8625
0.8625
0.8625
0.875
0.8875
0.8875
0.8875
0.9
0.9
0.9
0.9
0.925
0.925
0.9125
0.9125
0.9125
0.9125
0.9125
0.9125
0.9125
0.9125
0.9125
0.9125
0.9
0.8875
0.8875
0.9
0.9
0.9
0.9
0.9
0.9125
0.9
0.9
0.9125
0.9125
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.9
0.8875
0.8875
0.9
0.9
0.9125
0.9125
0.9125
0.9125
