LDA_sk
0.575
0.7041666666666667
0.7333333333333333
0.7625
0.8125
0.85
0.8708333333333333
0.8625
0.8416666666666667
0.8416666666666667
0.8458333333333333
0.8541666666666666
0.8541666666666666
0.8458333333333333
0.8458333333333333
0.8583333333333333
0.8541666666666666
0.8583333333333333
0.8625
0.8541666666666666
0.85
0.8583333333333333
0.8625
0.8666666666666667
0.875
0.8791666666666667
0.8708333333333333
0.8708333333333333
0.875
0.8833333333333333
0.8791666666666667
0.8791666666666667
0.8791666666666667
0.8791666666666667
0.8791666666666667
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
0.8625
