MDP
0.625
0.7125
0.75625
0.85
0.88125
0.9125
0.93125
0.93125
0.95625
0.95625
0.9625
0.9625
0.95625
0.95625
0.95625
0.95625
0.9625
0.9625
0.9625
0.95625
0.9625
0.9625
0.9625
0.9625
0.9625
0.95
0.95
0.95
0.95625
0.95625
0.95
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95625
0.95
0.95
0.95
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
0.94375
