LDA
0.75
0.80625
0.81875
0.875
0.8625
0.88125
0.9
0.93125
0.925
0.925
0.93125
0.9375
0.9375
0.9375
0.9375
0.95
0.925
0.9375
0.94375
0.93125
0.9375
0.9375
0.9375
0.9375
0.93125
0.93125
0.93125
0.94375
0.94375
0.94375
0.9375
0.9375
0.94375
0.94375
0.94375
0.95625
0.95625
0.95625
0.95625
0.95
0.95
0.95625
0.95625
0.95
0.9375
0.9375
0.925
0.925
0.925
0.925
0.93125
0.93125
0.93125
0.925
0.925
0.925
0.93125
0.93125
0.93125
0.9375
0.9375
0.9375
0.9375
0.93125
0.93125
0.93125
0.93125
